latitude,longitude
53.9425975826,16.94288963312
53.95587101965,16.98439004128
53.95587101965,17.005140245360003
53.95587101965,17.04664065352
53.95587101965,17.088141061680002
53.9425975826,17.10889126576
53.92932414555,17.129641469840003
53.9160507085,17.088141061680002
53.90277727145,17.129641469840003
53.8895038344,17.171141878
53.87623039735,17.191892082080003
53.862956960300004,17.15039167392
53.84968352325,17.10889126576
53.8364100862,17.15039167392
53.82313664915,17.171141878
53.8098632121,17.21264228616
53.79658977505,17.191892082080003
53.783316338,17.23339249024
53.77004290095,17.21264228616
53.7567694639,17.21264228616
53.74349602685,17.23339249024
53.7302225898,17.254142694320002
53.71694915275,17.29564310248
53.7036757157,17.33714351064
53.69040227865,17.35789371472
53.6771288416,17.39939412288
53.66385540455,17.44089453104
53.6505819675,17.44089453104
53.63730853045,17.420144326960003
53.6240350934,17.420144326960003
53.61076165635,17.39939412288
53.5974882193,17.44089453104
53.58421478225,17.44089453104
53.5709413452,17.482394939200002
53.55766790815,17.461644735120004
53.5443944711,17.461644735120004
53.53112103405,17.461644735120004
53.517847597,17.50314514328
53.50457415995,17.461644735120004
53.4913007229,17.461644735120004
53.478027285850004,17.50314514328
53.4647538488,17.544645551440002
53.45148041175,17.586145959600003
53.4382069747,17.62764636776
53.42493353765,17.66914677592
53.4116601006,17.710647184080003
53.39838666355,17.75214759224
53.3851132265,17.73139738816
53.37183978945,17.68989698
53.358566352400004,17.68989698
53.34529291535,17.66914677592
53.3320194783,17.66914677592
53.31874604125,17.648396571840003
53.3054726042,17.648396571840003
53.29219916715,17.68989698
53.2789257301,17.68989698
53.26565229305,17.710647184080003
53.252378856,17.75214759224
53.239105418950004,17.7936480004
53.2258319819,17.835148408560002
53.21255854485,17.85589861264
53.1992851078,17.81439820448
53.18601167075,17.835148408560002
53.1727382337,17.85589861264
53.15946479665,17.897399020800002
53.1461913596,17.87664881672
53.13291792255,17.897399020800002
53.119644485500004,17.938899428960003
53.10637104845,17.95964963304
53.0930976114,18.001150041200003
53.07982417435,18.042650449360004
53.0665507373,18.042650449360004
53.05327730025,18.063400653440002
53.0400038632,18.104901061600003
53.02673042615,18.125651265680002
53.0134569891,18.125651265680002
53.000183552050004,18.08415085752
52.986910115,18.08415085752
52.97363667795,18.08415085752
52.9603632409,18.104901061600003
52.94708980385,18.104901061600003
52.9338163668,18.14640146976
52.92054292975,18.18790187792
52.9072694927,18.229402286080003
52.89399605565,18.208652082
52.880722618600004,18.25015249016
52.86744918155,18.291652898320002
52.8541757445,18.291652898320002
52.84090230745,18.25015249016
52.8276288704,18.229402286080003
52.81435543335,18.27090269424
52.8010819963,18.3124031024
52.78780855925,18.353903510560002
52.7745351222,18.39540391872
52.761261685150004,18.43690432688
52.7479882481,18.47840473504
52.73471481105,18.519905143200003
52.721441374,18.561405551360004
52.70816793695,18.60290595952
52.6948944999,18.644406367680002
52.68162106285,18.623656163600003
52.6683476258,18.60290595952
52.65507418875,18.561405551360004
52.6418007517,18.561405551360004
52.62852731465,18.54065534728
52.6152538776,18.519905143200003
52.60198044055,18.47840473504
52.5887070035,18.49915493912
52.57543356645,18.49915493912
52.5621601294,18.47840473504
52.54888669235,18.49915493912
52.5356132553,18.49915493912
52.52233981825,18.519905143200003
52.5090663812,18.49915493912
52.49579294415,18.519905143200003
52.4825195071,18.54065534728
52.46924607005,18.561405551360004
52.455972633,18.60290595952
52.44269919595,18.623656163600003
52.4294257589,18.66515657176
52.41615232185,18.70665697992
52.4028788848,18.727407184
52.38960544775,18.76890759216
52.3763320107,18.78965779624
52.36305857365,18.8311582044
52.3497851366,18.8311582044
52.33651169955,18.872658612560002
52.3232382625,18.91415902072
52.30996482545,18.95565942888
52.2966913884,18.97640963296
52.28341795135,19.01791004112
52.2701445143,18.99715983704
52.25687107725,18.99715983704
52.2435976402,18.99715983704
52.23032420315,19.038660245200003
52.2170507661,19.01791004112
52.20377732905,19.038660245200003
52.190503892,19.038660245200003
52.17723045495,19.01791004112
52.1639570179,19.01791004112
52.15068358085,18.99715983704
52.1374101438,19.038660245200003
52.12413670675,19.080160653360004
52.1108632697,19.05941044928
52.09758983265,19.038660245200003
52.0843163956,19.080160653360004
52.07104295855,19.100910857440002
52.0577695215,19.080160653360004
52.04449608445,19.100910857440002
52.0312226474,19.100910857440002
52.017949210350004,19.100910857440002
52.0046757733,19.100910857440002
51.99140233625,19.080160653360004
51.9781288992,19.080160653360004
51.96485546215,19.12166106152
51.9515820251,19.142411265600003
51.93830858805,19.142411265600003
51.925035151,19.142411265600003
51.91176171395,19.163161469680002
51.898488276900004,19.142411265600003
51.88521483985,19.163161469680002
51.8719414028,19.142411265600003
