latitude,longitude
53.91047855555555,17.010535
53.90334125925926,17.010535
53.89620396296296,17.022216363636364
53.889066666666665,17.033897727272727
53.881929370370365,17.022216363636364
53.874792074074065,17.010535
53.86765477777777,17.022216363636364
53.86051748148147,17.022216363636364
53.85338018518518,17.022216363636364
53.84624288888888,17.033897727272727
53.83910559259259,17.033897727272727
53.83196829629629,17.04557909090909
53.824830999999996,17.033897727272727
53.817693703703696,17.04557909090909
53.810556407407404,17.057260454545453
53.803419111111104,17.06894181818182
53.79628181481481,17.080623181818183
53.79628181481481,17.092304545454546
53.79628181481481,17.10398590909091
53.78914451851851,17.115667272727272
53.78200722222222,17.127348636363635
53.77486992592592,17.127348636363635
53.76773262962963,17.127348636363635
53.76059533333333,17.127348636363635
53.753458037037035,17.127348636363635
53.746320740740735,17.127348636363635
53.73918344444444,17.127348636363635
53.73204614814814,17.127348636363635
53.72490885185185,17.115667272727272
53.71777155555555,17.127348636363635
53.71063425925925,17.127348636363635
53.70349696296296,17.139029999999998
53.69635966666666,17.150711363636365
53.689222370370366,17.139029999999998
53.689222370370366,17.127348636363635
53.68208507407407,17.115667272727272
53.674947777777774,17.127348636363635
53.667810481481474,17.115667272727272
53.66067318518518,17.10398590909091
53.65353588888888,17.115667272727272
53.64639859259259,17.115667272727272
53.63926129629629,17.10398590909091
53.632124,17.10398590909091
53.6249867037037,17.10398590909091
53.617849407407405,17.115667272727272
53.617849407407405,17.127348636363635
53.610712111111106,17.139029999999998
53.60357481481481,17.139029999999998
53.59643751851851,17.150711363636365
53.58930022222222,17.162392727272728
53.58216292592592,17.17407409090909
53.57502562962962,17.185755454545454
53.56788833333333,17.197436818181817
53.56075103703703,17.20911818181818
53.56788833333333,17.220799545454547
53.56788833333333,17.23248090909091
53.57502562962962,17.244162272727273
53.57502562962962,17.255843636363636
53.56788833333333,17.267525
53.56788833333333,17.279206363636362
53.56075103703703,17.290887727272725
53.55361374074074,17.290887727272725
53.54647644444444,17.302569090909092
53.539339148148144,17.314250454545455
53.532201851851845,17.314250454545455
53.52506455555555,17.302569090909092
53.51792725925925,17.314250454545455
53.51078996296296,17.325931818181818
53.50365266666666,17.325931818181818
53.49651537037037,17.325931818181818
53.48937807407407,17.325931818181818
53.482240777777776,17.33761318181818
53.475103481481476,17.349294545454544
53.46796618518518,17.360975909090907
53.46796618518518,17.372657272727274
53.475103481481476,17.384338636363637
53.475103481481476,17.39602
53.46796618518518,17.407701363636363
53.460828888888884,17.419382727272726
53.45369159259259,17.407701363636363
53.44655429629629,17.419382727272726
53.43941699999999,17.407701363636363
53.4322797037037,17.407701363636363
53.4251424074074,17.419382727272726
53.41800511111111,17.407701363636363
53.41086781481481,17.39602
53.403730518518515,17.39602
53.396593222222215,17.407701363636363
53.38945592592592,17.407701363636363
53.38231862962962,17.39602
53.37518133333333,17.407701363636363
53.36804403703703,17.419382727272726
53.36090674074074,17.43106409090909
53.35376944444444,17.442745454545452
53.35376944444444,17.45442681818182
53.36090674074074,17.466108181818182
53.36090674074074,17.477789545454545
53.35376944444444,17.489470909090908
53.346632148148146,17.50115227272727
53.339494851851846,17.512833636363638
53.332357555555554,17.524515
53.332357555555554,17.536196363636364
53.325220259259254,17.547877727272727
53.31808296296296,17.55955909090909
53.31094566666666,17.571240454545453
